Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request Date,Request Day,Trip Duration (mins),Is Driver Assigned,Was Completed,Pickup_Airport,Request Period
3445,Airport,275,Trip Completed,13-07-2016 16:39,13-07-2016 17:22,13-07-2016,Wednesday,42.56666667,Yes,Yes,1,Afternoon
3690,Airport,275,Trip Completed,13-07-2016 19:43,13-07-2016 20:48,13-07-2016,Wednesday,64.66666667,Yes,Yes,1,Evening
5440,Airport,275,Trip Completed,15-07-2016 03:04,15-07-2016 04:04,15-07-2016,Friday,59.8,Yes,Yes,1,Night
6090,Airport,275,Trip Completed,15-07-2016 14:31,15-07-2016 15:09,15-07-2016,Friday,37.58333333,Yes,Yes,1,Afternoon
303,Airport,276,Trip Completed,07-11-2016 07:19,07-11-2016 08:01,07-11-2016,Monday,42,Yes,Yes,1,Morning
560,Airport,276,Trip Completed,07-11-2016 10:16,07-11-2016 11:25,07-11-2016,Monday,69,Yes,Yes,1,Morning
1319,City,276,Trip Completed,07-11-2016 22:48,07-11-2016 23:43,07-11-2016,Monday,55,Yes,Yes,0,Night
1493,Airport,276,Trip Completed,07-12-2016 05:28,07-12-2016 06:22,07-12-2016,Wednesday,54,Yes,Yes,1,Morning
1662,City,276,Trip Completed,07-12-2016 07:27,07-12-2016 08:32,07-12-2016,Wednesday,65,Yes,Yes,0,Morning
2020,City,276,Trip Completed,07-12-2016 13:40,07-12-2016 14:37,07-12-2016,Wednesday,57,Yes,Yes,0,Afternoon
2407,City,276,Trip Completed,07-12-2016 19:57,07-12-2016 20:47,07-12-2016,Wednesday,50,Yes,Yes,0,Evening
2818,Airport,276,Trip Completed,13-07-2016 05:05,13-07-2016 05:37,13-07-2016,Wednesday,31.48333333,Yes,Yes,1,Morning
3827,City,276,Trip Completed,13-07-2016 21:10,13-07-2016 22:09,13-07-2016,Wednesday,58.71666667,Yes,Yes,0,Night
4421,City,276,Trip Completed,14-07-2016 08:16,14-07-2016 09:20,14-07-2016,Thursday,63.7,Yes,Yes,0,Morning
5673,Airport,276,Trip Completed,15-07-2016 07:05,15-07-2016 07:39,15-07-2016,Friday,34.5,Yes,Yes,1,Morning
6372,Airport,276,Trip Completed,15-07-2016 19:09,15-07-2016 19:37,15-07-2016,Friday,27.81666667,Yes,Yes,1,Evening
6563,City,276,Trip Completed,15-07-2016 21:03,15-07-2016 22:21,15-07-2016,Friday,77.56666667,Yes,Yes,0,Night
579,City,277,Trip Completed,07-11-2016 11:04,07-11-2016 12:02,07-11-2016,Monday,58,Yes,Yes,0,Morning
689,City,277,Trip Completed,07-11-2016 13:45,07-11-2016 14:19,07-11-2016,Monday,34,Yes,Yes,0,Afternoon
724,Airport,277,Trip Completed,07-11-2016 15:06,07-11-2016 15:42,07-11-2016,Monday,36,Yes,Yes,1,Afternoon
1499,City,277,Trip Completed,07-12-2016 05:30,07-12-2016 06:18,07-12-2016,Wednesday,48,Yes,Yes,0,Morning
3960,Airport,277,Trip Completed,13-07-2016 22:52,13-07-2016 23:33,13-07-2016,Wednesday,41.05,Yes,Yes,1,Night
4919,Airport,277,Trip Completed,14-07-2016 18:16,14-07-2016 18:54,14-07-2016,Thursday,38.06666667,Yes,Yes,1,Evening
6334,Airport,277,Trip Completed,15-07-2016 18:43,15-07-2016 19:50,15-07-2016,Friday,66.96666667,Yes,Yes,1,Evening
1577,Airport,278,Trip Completed,07-12-2016 06:22,07-12-2016 07:37,07-12-2016,Wednesday,75,Yes,Yes,1,Morning
2197,Airport,278,Trip Completed,07-12-2016 17:53,07-12-2016 18:27,07-12-2016,Wednesday,34,Yes,Yes,1,Evening
2509,City,278,Trip Completed,07-12-2016 21:01,07-12-2016 21:51,07-12-2016,Wednesday,50,Yes,Yes,0,Night
3514,Airport,278,Trip Completed,13-07-2016 17:42,13-07-2016 18:29,13-07-2016,Wednesday,47.6,Yes,Yes,1,Evening
4588,City,278,Trip Completed,14-07-2016 10:01,14-07-2016 11:11,14-07-2016,Thursday,69.95,Yes,Yes,0,Morning
5929,Airport,278,Trip Completed,15-07-2016 10:06,15-07-2016 10:53,15-07-2016,Friday,47.03333333,Yes,Yes,1,Morning
6335,City,278,Trip Completed,15-07-2016 18:45,15-07-2016 19:18,15-07-2016,Friday,32.48333333,Yes,Yes,0,Evening
375,Airport,279,Trip Completed,07-11-2016 08:07,07-11-2016 09:26,07-11-2016,Monday,79,Yes,Yes,1,Morning
555,City,279,Trip Completed,07-11-2016 10:16,07-11-2016 11:01,07-11-2016,Monday,45,Yes,Yes,0,Morning
622,Airport,279,Trip Completed,07-11-2016 12:01,07-11-2016 13:15,07-11-2016,Monday,74,Yes,Yes,1,Afternoon
1975,City,279,Trip Completed,07-12-2016 12:17,07-12-2016 13:34,07-12-2016,Wednesday,77,Yes,Yes,0,Afternoon
2831,Airport,279,Trip Completed,13-07-2016 05:22,13-07-2016 06:26,13-07-2016,Wednesday,63.81666667,Yes,Yes,1,Morning
3085,Airport,279,Trip Completed,13-07-2016 08:18,13-07-2016 08:55,13-07-2016,Wednesday,36.61666667,Yes,Yes,1,Morning
3418,City,279,Trip Completed,13-07-2016 15:37,13-07-2016 16:45,13-07-2016,Wednesday,68.68333333,Yes,Yes,0,Afternoon
3915,City,279,Trip Completed,13-07-2016 22:08,13-07-2016 23:26,13-07-2016,Wednesday,78.35,Yes,Yes,0,Night
4443,Airport,279,Trip Completed,14-07-2016 08:29,14-07-2016 09:40,14-07-2016,Thursday,70.6,Yes,Yes,1,Morning
5686,City,279,Trip Completed,15-07-2016 07:19,15-07-2016 08:22,15-07-2016,Friday,63.51666667,Yes,Yes,0,Morning
6120,Airport,279,Trip Completed,15-07-2016 15:21,15-07-2016 16:06,15-07-2016,Friday,44.43333333,Yes,Yes,1,Afternoon
6274,Airport,279,Trip Completed,15-07-2016 18:18,15-07-2016 19:02,15-07-2016,Friday,44.1,Yes,Yes,1,Evening
6364,City,279,Trip Completed,15-07-2016 19:11,15-07-2016 19:50,15-07-2016,Friday,39.35,Yes,Yes,0,Evening
89,City,280,Trip Completed,07-11-2016 04:52,07-11-2016 05:51,07-11-2016,Monday,59,Yes,Yes,0,Night
805,Airport,280,Trip Completed,07-11-2016 17:19,07-11-2016 18:18,07-11-2016,Monday,59,Yes,Yes,1,Evening
2836,City,280,Trip Completed,13-07-2016 05:20,13-07-2016 06:22,13-07-2016,Wednesday,62.76666667,Yes,Yes,0,Morning
3298,City,280,Trip Completed,13-07-2016 11:44,13-07-2016 12:47,13-07-2016,Wednesday,63.2,Yes,Yes,0,Morning
5506,City,280,Trip Completed,15-07-2016 05:06,15-07-2016 05:41,15-07-2016,Friday,35.05,Yes,Yes,0,Morning
6159,City,280,Trip Completed,15-07-2016 16:35,15-07-2016 17:23,15-07-2016,Friday,47.9,Yes,Yes,0,Afternoon
6492,City,280,Trip Completed,15-07-2016 20:31,15-07-2016 21:18,15-07-2016,Friday,47.01666667,Yes,Yes,0,Evening
592,City,281,Trip Completed,07-11-2016 11:18,07-11-2016 11:54,07-11-2016,Monday,36,Yes,Yes,0,Morning
737,Airport,281,Trip Completed,07-11-2016 15:30,07-11-2016 16:04,07-11-2016,Monday,34,Yes,Yes,1,Afternoon
1108,City,281,Trip Completed,07-11-2016 20:11,07-11-2016 20:53,07-11-2016,Monday,42,Yes,Yes,0,Evening
1387,Airport,281,Trip Completed,07-12-2016 01:33,07-12-2016 02:18,07-12-2016,Wednesday,45,Yes,Yes,1,Night
2311,Airport,281,Trip Completed,07-12-2016 19:00,07-12-2016 19:56,07-12-2016,Wednesday,56,Yes,Yes,1,Evening
2887,City,281,Trip Completed,13-07-2016 05:50,13-07-2016 06:28,13-07-2016,Wednesday,37.78333333,Yes,Yes,0,Morning
3283,City,281,Trip Completed,13-07-2016 10:51,13-07-2016 11:36,13-07-2016,Wednesday,44.78333333,Yes,Yes,0,Morning
4341,City,281,Trip Completed,14-07-2016 07:14,14-07-2016 08:26,14-07-2016,Thursday,71.88333333,Yes,Yes,0,Morning
5025,Airport,281,Trip Completed,14-07-2016 19:05,14-07-2016 20:08,14-07-2016,Thursday,62.03333333,Yes,Yes,1,Evening
5437,Airport,281,Trip Completed,15-07-2016 02:59,15-07-2016 03:57,15-07-2016,Friday,57.73333333,Yes,Yes,1,Night
5652,City,281,Trip Completed,15-07-2016 06:56,15-07-2016 08:07,15-07-2016,Friday,71.58333333,Yes,Yes,0,Morning
672,Airport,282,Trip Completed,07-11-2016 13:20,07-11-2016 14:22,07-11-2016,Monday,62,Yes,Yes,1,Afternoon
1578,Airport,282,Trip Completed,07-12-2016 06:25,07-12-2016 07:42,07-12-2016,Wednesday,77,Yes,Yes,1,Morning
4506,City,282,Trip Completed,14-07-2016 09:09,14-07-2016 10:08,14-07-2016,Thursday,58.58333333,Yes,Yes,0,Morning
4762,City,282,Trip Completed,14-07-2016 15:22,14-07-2016 16:19,14-07-2016,Thursday,57.25,Yes,Yes,0,Afternoon
6081,City,282,Trip Completed,15-07-2016 14:22,15-07-2016 15:12,15-07-2016,Friday,49.53333333,Yes,Yes,0,Afternoon
6503,City,282,Trip Completed,15-07-2016 20:30,15-07-2016 21:22,15-07-2016,Friday,51.98333333,Yes,Yes,0,Evening
649,City,283,Trip Completed,07-11-2016 12:42,07-11-2016 13:16,07-11-2016,Monday,34,Yes,Yes,0,Afternoon
1040,City,283,Trip Completed,07-11-2016 19:33,07-11-2016 20:15,07-11-2016,Monday,42,Yes,Yes,0,Evening
1461,Airport,283,Trip Completed,07-12-2016 04:58,07-12-2016 06:10,07-12-2016,Wednesday,72,Yes,Yes,1,Night
2497,City,283,Trip Completed,07-12-2016 20:57,07-12-2016 21:42,07-12-2016,Wednesday,45,Yes,Yes,0,Evening
2758,City,283,Trip Completed,13-07-2016 03:48,13-07-2016 04:21,13-07-2016,Wednesday,33.53333333,Yes,Yes,0,Night
2991,Airport,283,Trip Completed,13-07-2016 07:07,13-07-2016 08:07,13-07-2016,Wednesday,59.88333333,Yes,Yes,1,Morning
3458,City,283,Trip Completed,13-07-2016 17:04,13-07-2016 18:02,13-07-2016,Wednesday,58.43333333,Yes,Yes,0,Evening
3830,Airport,283,Trip Completed,13-07-2016 21:14,13-07-2016 22:02,13-07-2016,Wednesday,47.73333333,Yes,Yes,1,Night
6685,Airport,283,Trip Completed,15-07-2016 22:34,15-07-2016 23:27,15-07-2016,Friday,52.95,Yes,Yes,1,Night
420,City,284,Trip Completed,07-11-2016 08:37,07-11-2016 09:27,07-11-2016,Monday,50,Yes,Yes,0,Morning
662,City,284,Trip Completed,07-11-2016 12:58,07-11-2016 14:02,07-11-2016,Monday,64,Yes,Yes,0,Afternoon
791,Airport,284,Trip Completed,07-11-2016 16:55,07-11-2016 17:35,07-11-2016,Monday,40,Yes,Yes,1,Afternoon
1164,City,284,Trip Completed,07-11-2016 20:50,07-11-2016 21:39,07-11-2016,Monday,49,Yes,Yes,0,Evening
2939,City,284,Trip Completed,13-07-2016 06:25,13-07-2016 07:05,13-07-2016,Wednesday,39.9,Yes,Yes,0,Morning
3867,City,284,Trip Completed,13-07-2016 21:45,13-07-2016 22:24,13-07-2016,Wednesday,39.43333333,Yes,Yes,0,Night
4290,City,284,Trip Completed,14-07-2016 06:36,14-07-2016 07:36,14-07-2016,Thursday,60.05,Yes,Yes,0,Morning
4400,Airport,284,Trip Completed,14-07-2016 08:01,14-07-2016 08:44,14-07-2016,Thursday,42.23333333,Yes,Yes,1,Morning
5100,Airport,284,Trip Completed,14-07-2016 19:58,14-07-2016 20:43,14-07-2016,Thursday,45.36666667,Yes,Yes,1,Evening
5956,City,284,Trip Completed,15-07-2016 10:41,15-07-2016 11:44,15-07-2016,Friday,62.5,Yes,Yes,0,Morning
6701,City,284,Trip Completed,15-07-2016 22:55,15-07-2016 23:37,15-07-2016,Friday,42.46666667,Yes,Yes,0,Night
1,Airport,285,Trip Completed,07-11-2016 00:20,07-11-2016 00:51,07-11-2016,Monday,31,Yes,Yes,1,Night
1923,City,285,Trip Completed,07-12-2016 11:00,07-12-2016 12:00,07-12-2016,Wednesday,60,Yes,Yes,0,Morning
3804,Airport,285,Trip Completed,13-07-2016 21:00,13-07-2016 21:37,13-07-2016,Wednesday,36.85,Yes,Yes,1,Night
4876,Airport,285,Trip Completed,14-07-2016 17:46,14-07-2016 18:23,14-07-2016,Thursday,37.1,Yes,Yes,1,Evening
5428,Airport,285,Trip Completed,15-07-2016 02:28,15-07-2016 03:04,15-07-2016,Friday,36,Yes,Yes,1,Night
6452,City,285,Trip Completed,15-07-2016 20:07,15-07-2016 20:48,15-07-2016,Friday,40.53333333,Yes,Yes,0,Evening
6703,City,285,Trip Completed,15-07-2016 22:51,15-07-2016 23:37,15-07-2016,Friday,45.66666667,Yes,Yes,0,Night
116,Airport,286,Trip Completed,07-11-2016 05:07,07-11-2016 05:53,07-11-2016,Monday,46,Yes,Yes,1,Morning
761,Airport,286,Trip Completed,07-11-2016 16:11,07-11-2016 17:12,07-11-2016,Monday,61,Yes,Yes,1,Afternoon
932,City,286,Trip Completed,07-11-2016 18:28,07-11-2016 19:20,07-11-2016,Monday,52,Yes,Yes,0,Evening
1217,City,286,Trip Completed,07-11-2016 21:23,07-11-2016 22:39,07-11-2016,Monday,76,Yes,Yes,0,Night
1617,Airport,286,Trip Completed,07-12-2016 06:53,07-12-2016 07:23,07-12-2016,Wednesday,30,Yes,Yes,1,Morning
1849,Airport,286,Trip Completed,07-12-2016 09:42,07-12-2016 10:28,07-12-2016,Wednesday,46,Yes,Yes,1,Morning
2055,City,286,Trip Completed,07-12-2016 14:54,07-12-2016 15:43,07-12-2016,Wednesday,49,Yes,Yes,0,Afternoon
2841,Airport,286,Trip Completed,13-07-2016 05:23,13-07-2016 05:53,13-07-2016,Wednesday,30.08333333,Yes,Yes,1,Morning
5983,City,286,Trip Completed,15-07-2016 11:41,15-07-2016 12:12,15-07-2016,Friday,31.85,Yes,Yes,0,Morning
6016,Airport,286,Trip Completed,15-07-2016 12:31,15-07-2016 13:19,15-07-2016,Friday,48.11666667,Yes,Yes,1,Afternoon
845,City,287,Trip Completed,07-11-2016 17:41,07-11-2016 18:57,07-11-2016,Monday,76,Yes,Yes,0,Evening
1832,Airport,287,Trip Completed,07-12-2016 09:36,07-12-2016 10:08,07-12-2016,Wednesday,32,Yes,Yes,1,Morning
2740,Airport,287,Trip Completed,13-07-2016 02:57,13-07-2016 04:06,13-07-2016,Wednesday,68.75,Yes,Yes,1,Night
3622,Airport,287,Trip Completed,13-07-2016 18:57,13-07-2016 20:15,13-07-2016,Wednesday,77.48333333,Yes,Yes,1,Evening
3979,City,287,Trip Completed,13-07-2016 23:16,13-07-2016 23:46,13-07-2016,Wednesday,29.68333333,Yes,Yes,0,Night
5749,Airport,287,Trip Completed,15-07-2016 07:59,15-07-2016 08:48,15-07-2016,Friday,49.58333333,Yes,Yes,1,Morning
6633,City,287,Trip Completed,15-07-2016 21:57,15-07-2016 22:49,15-07-2016,Friday,51.6,Yes,Yes,0,Night
1301,Airport,288,Trip Completed,07-11-2016 22:30,07-11-2016 23:13,07-11-2016,Monday,43,Yes,Yes,1,Night
2203,City,288,Trip Completed,07-12-2016 17:53,07-12-2016 18:30,07-12-2016,Wednesday,37,Yes,Yes,0,Evening
2569,City,288,Trip Completed,07-12-2016 21:37,07-12-2016 22:07,07-12-2016,Wednesday,30,Yes,Yes,0,Night
3621,Airport,288,Trip Completed,13-07-2016 18:56,13-07-2016 19:35,13-07-2016,Wednesday,39.25,Yes,Yes,1,Evening
4051,City,288,Trip Completed,14-07-2016 01:09,14-07-2016 02:09,14-07-2016,Thursday,60.13333333,Yes,Yes,0,Night
4831,City,288,Trip Completed,14-07-2016 17:25,14-07-2016 18:31,14-07-2016,Thursday,66.08333333,Yes,Yes,0,Evening
158,City,289,Trip Completed,07-11-2016 05:35,07-11-2016 06:41,07-11-2016,Monday,66,Yes,Yes,0,Morning
1290,City,289,Trip Completed,07-11-2016 22:23,07-11-2016 23:00,07-11-2016,Monday,37,Yes,Yes,0,Night
2441,City,289,Trip Completed,07-12-2016 20:23,07-12-2016 21:25,07-12-2016,Wednesday,62,Yes,Yes,0,Evening
3681,Airport,289,Trip Completed,13-07-2016 19:31,13-07-2016 20:31,13-07-2016,Wednesday,60.33333333,Yes,Yes,1,Evening
4511,Airport,289,Trip Completed,14-07-2016 09:10,14-07-2016 10:18,14-07-2016,Thursday,68.11666667,Yes,Yes,1,Morning
4684,City,289,Trip Completed,14-07-2016 12:53,14-07-2016 13:28,14-07-2016,Thursday,35.36666667,Yes,Yes,0,Afternoon
5606,City,289,Trip Completed,15-07-2016 06:09,15-07-2016 07:23,15-07-2016,Friday,74.1,Yes,Yes,0,Morning
5708,Airport,289,Trip Completed,15-07-2016 07:35,15-07-2016 08:07,15-07-2016,Friday,32.81666667,Yes,Yes,1,Morning
5960,Airport,289,Trip Completed,15-07-2016 10:52,15-07-2016 11:29,15-07-2016,Friday,37.2,Yes,Yes,1,Morning
6014,City,289,Trip Completed,15-07-2016 12:31,15-07-2016 13:22,15-07-2016,Friday,50.95,Yes,Yes,0,Afternoon
6193,City,289,Trip Completed,15-07-2016 17:19,15-07-2016 18:06,15-07-2016,Friday,46.71666667,Yes,Yes,0,Evening
6635,City,289,Trip Completed,15-07-2016 22:01,15-07-2016 23:04,15-07-2016,Friday,63.76666667,Yes,Yes,0,Night
82,Airport,290,Trip Completed,07-11-2016 04:47,07-11-2016 05:23,07-11-2016,Monday,36,Yes,Yes,1,Night
2518,Airport,290,Trip Completed,07-12-2016 21:07,07-12-2016 22:10,07-12-2016,Wednesday,63,Yes,Yes,1,Night
2644,City,290,Trip Completed,07-12-2016 22:39,07-12-2016 23:20,07-12-2016,Wednesday,41,Yes,Yes,0,Night
3280,Airport,290,Trip Completed,13-07-2016 10:43,13-07-2016 11:23,13-07-2016,Wednesday,40.38333333,Yes,Yes,1,Morning
3486,City,290,Trip Completed,13-07-2016 17:23,13-07-2016 18:23,13-07-2016,Wednesday,59.8,Yes,Yes,0,Evening
5297,City,290,Trip Completed,14-07-2016 21:51,14-07-2016 22:25,14-07-2016,Thursday,33.4,Yes,Yes,0,Night
5802,City,290,Trip Completed,15-07-2016 08:43,15-07-2016 09:08,15-07-2016,Friday,24.85,Yes,Yes,0,Morning
6675,City,290,Trip Completed,15-07-2016 22:21,15-07-2016 23:21,15-07-2016,Friday,60.2,Yes,Yes,0,Night
2025,City,291,Trip Completed,07-12-2016 13:56,07-12-2016 14:58,07-12-2016,Wednesday,62,Yes,Yes,0,Afternoon
2270,City,291,Trip Completed,07-12-2016 18:28,07-12-2016 19:17,07-12-2016,Wednesday,49,Yes,Yes,0,Evening
3701,Airport,291,Trip Completed,13-07-2016 19:46,13-07-2016 20:51,13-07-2016,Wednesday,64.46666667,Yes,Yes,1,Evening
4618,City,291,Trip Completed,14-07-2016 11:02,14-07-2016 11:40,14-07-2016,Thursday,38.75,Yes,Yes,0,Morning
4909,Airport,291,Trip Completed,14-07-2016 18:03,14-07-2016 18:34,14-07-2016,Thursday,30.25,Yes,Yes,1,Evening
5578,City,291,Trip Completed,15-07-2016 05:48,15-07-2016 06:43,15-07-2016,Friday,55.18333333,Yes,Yes,0,Morning
6404,Airport,291,Trip Completed,15-07-2016 19:24,15-07-2016 20:03,15-07-2016,Friday,38.61666667,Yes,Yes,1,Evening
6623,City,291,Trip Completed,15-07-2016 21:51,15-07-2016 23:12,15-07-2016,Friday,80.5,Yes,Yes,0,Night
6738,Airport,291,Trip Completed,15-07-2016 23:45,16-07-2016 00:35,15-07-2016,Friday,50.53333333,Yes,Yes,1,Night
497,City,292,Trip Completed,07-11-2016 09:33,07-11-2016 10:09,07-11-2016,Monday,36,Yes,Yes,0,Morning
1071,Airport,292,Trip Completed,07-11-2016 19:58,07-11-2016 20:32,07-11-2016,Monday,34,Yes,Yes,1,Evening
1709,City,292,Trip Completed,07-12-2016 08:09,07-12-2016 09:11,07-12-2016,Wednesday,62,Yes,Yes,0,Morning
2348,City,292,Trip Completed,07-12-2016 19:21,07-12-2016 20:26,07-12-2016,Wednesday,65,Yes,Yes,0,Evening
3342,Airport,292,Trip Completed,13-07-2016 12:51,13-07-2016 13:35,13-07-2016,Wednesday,43.78333333,Yes,Yes,1,Afternoon
1008,Airport,293,Trip Completed,07-11-2016 19:05,07-11-2016 20:09,07-11-2016,Monday,64,Yes,Yes,1,Evening
2430,City,293,Trip Completed,07-12-2016 20:12,07-12-2016 20:44,07-12-2016,Wednesday,32,Yes,Yes,0,Evening
3352,City,293,Trip Completed,13-07-2016 13:26,13-07-2016 14:04,13-07-2016,Wednesday,38.35,Yes,Yes,0,Afternoon
3748,City,293,Trip Completed,13-07-2016 20:23,13-07-2016 21:26,13-07-2016,Wednesday,62.63333333,Yes,Yes,0,Evening
5687,City,293,Trip Completed,15-07-2016 07:15,15-07-2016 08:01,15-07-2016,Friday,46.31666667,Yes,Yes,0,Morning
6724,Airport,293,Trip Completed,15-07-2016 23:20,16-07-2016 00:10,15-07-2016,Friday,49.66666667,Yes,Yes,1,Night
152,City,294,Trip Completed,07-11-2016 05:29,07-11-2016 06:16,07-11-2016,Monday,47,Yes,Yes,0,Morning
1207,Airport,294,Trip Completed,07-11-2016 21:23,07-11-2016 22:32,07-11-2016,Monday,69,Yes,Yes,1,Night
1377,Airport,294,Trip Completed,07-12-2016 00:54,07-12-2016 01:55,07-12-2016,Wednesday,61,Yes,Yes,1,Night
1606,Airport,294,Trip Completed,07-12-2016 06:45,07-12-2016 07:50,07-12-2016,Wednesday,65,Yes,Yes,1,Morning
1920,City,294,Trip Completed,07-12-2016 10:56,07-12-2016 11:58,07-12-2016,Wednesday,62,Yes,Yes,0,Morning
2856,Airport,294,Trip Completed,13-07-2016 05:34,13-07-2016 06:46,13-07-2016,Wednesday,71.88333333,Yes,Yes,1,Morning
3277,City,294,Trip Completed,13-07-2016 10:41,13-07-2016 11:06,13-07-2016,Wednesday,24.4,Yes,Yes,0,Morning
4501,City,294,Trip Completed,14-07-2016 09:01,14-07-2016 09:51,14-07-2016,Thursday,50.51666667,Yes,Yes,0,Morning
5194,City,294,Trip Completed,14-07-2016 20:42,14-07-2016 21:26,14-07-2016,Thursday,43.96666667,Yes,Yes,0,Evening
5519,Airport,294,Trip Completed,15-07-2016 05:11,15-07-2016 05:55,15-07-2016,Friday,43.96666667,Yes,Yes,1,Morning
6509,City,294,Trip Completed,15-07-2016 20:32,15-07-2016 21:50,15-07-2016,Friday,77.73333333,Yes,Yes,0,Evening
476,City,295,Trip Completed,07-11-2016 09:24,07-11-2016 10:02,07-11-2016,Monday,38,Yes,Yes,0,Morning
1052,Airport,295,Trip Completed,07-11-2016 19:42,07-11-2016 20:54,07-11-2016,Monday,72,Yes,Yes,1,Evening
1743,Airport,295,Trip Completed,07-12-2016 08:28,07-12-2016 09:10,07-12-2016,Wednesday,42,Yes,Yes,1,Morning
3157,Airport,295,Trip Completed,13-07-2016 09:02,13-07-2016 09:47,13-07-2016,Wednesday,45,Yes,Yes,1,Morning
5255,Airport,295,Trip Completed,14-07-2016 21:19,14-07-2016 22:09,14-07-2016,Thursday,49.85,Yes,Yes,1,Night
6475,City,295,Trip Completed,15-07-2016 20:20,15-07-2016 21:02,15-07-2016,Friday,42.25,Yes,Yes,0,Evening
477,City,296,Trip Completed,07-11-2016 09:28,07-11-2016 10:41,07-11-2016,Monday,73,Yes,Yes,0,Morning
643,City,296,Trip Completed,07-11-2016 12:35,07-11-2016 13:20,07-11-2016,Monday,45,Yes,Yes,0,Afternoon
1152,Airport,296,Trip Completed,07-11-2016 20:39,07-11-2016 21:28,07-11-2016,Monday,49,Yes,Yes,1,Evening
1333,City,296,Trip Completed,07-11-2016 23:17,07-12-2016 00:15,07-11-2016,Monday,41818,Yes,Yes,0,Night
1659,City,296,Trip Completed,07-12-2016 07:24,07-12-2016 08:14,07-12-2016,Wednesday,50,Yes,Yes,0,Morning
2657,Airport,296,Trip Completed,07-12-2016 23:11,13-07-2016 00:28,07-12-2016,Wednesday,-213042.45,Yes,Yes,1,Night
2898,Airport,296,Trip Completed,13-07-2016 06:01,13-07-2016 07:04,13-07-2016,Wednesday,63.46666667,Yes,Yes,1,Morning
3852,Airport,296,Trip Completed,13-07-2016 21:38,13-07-2016 22:24,13-07-2016,Wednesday,46.53333333,Yes,Yes,1,Night
5342,City,296,Trip Completed,14-07-2016 22:38,14-07-2016 23:21,14-07-2016,Thursday,42.73333333,Yes,Yes,0,Night
5634,Airport,296,Trip Completed,15-07-2016 06:44,15-07-2016 07:10,15-07-2016,Friday,26.55,Yes,Yes,1,Morning
30,Airport,297,Trip Completed,07-11-2016 02:04,07-11-2016 02:37,07-11-2016,Monday,33,Yes,Yes,1,Night
195,City,297,Trip Completed,07-11-2016 06:05,07-11-2016 06:52,07-11-2016,Monday,47,Yes,Yes,0,Morning
993,City,297,Trip Completed,07-11-2016 19:00,07-11-2016 19:41,07-11-2016,Monday,41,Yes,Yes,0,Evening
1774,Airport,297,Trip Completed,07-12-2016 08:53,07-12-2016 10:00,07-12-2016,Wednesday,67,Yes,Yes,1,Morning
2648,City,297,Trip Completed,07-12-2016 22:50,07-12-2016 23:44,07-12-2016,Wednesday,54,Yes,Yes,0,Night
2979,Airport,297,Trip Completed,13-07-2016 06:58,13-07-2016 07:58,13-07-2016,Wednesday,60.51666667,Yes,Yes,1,Morning
3676,City,297,Trip Completed,13-07-2016 19:28,13-07-2016 20:30,13-07-2016,Wednesday,62.46666667,Yes,Yes,0,Evening
4041,Airport,297,Trip Completed,14-07-2016 00:38,14-07-2016 01:12,14-07-2016,Thursday,33.86666667,Yes,Yes,1,Night
4147,Airport,297,Trip Completed,14-07-2016 04:54,14-07-2016 06:00,14-07-2016,Thursday,66.06666667,Yes,Yes,1,Night
4859,Airport,297,Trip Completed,14-07-2016 17:34,14-07-2016 18:30,14-07-2016,Thursday,56.53333333,Yes,Yes,1,Evening
6067,Airport,297,Trip Completed,15-07-2016 13:55,15-07-2016 14:56,15-07-2016,Friday,60.81666667,Yes,Yes,1,Afternoon
1690,Airport,298,Trip Completed,07-12-2016 07:52,07-12-2016 08:56,07-12-2016,Wednesday,64,Yes,Yes,1,Morning
2404,Airport,298,Trip Completed,07-12-2016 20:00,07-12-2016 20:56,07-12-2016,Wednesday,56,Yes,Yes,1,Evening
3313,City,298,Trip Completed,13-07-2016 12:01,13-07-2016 12:55,13-07-2016,Wednesday,53.63333333,Yes,Yes,0,Afternoon
3559,City,298,Trip Completed,13-07-2016 18:16,13-07-2016 19:25,13-07-2016,Wednesday,69.05,Yes,Yes,0,Evening
4018,Airport,298,Trip Completed,13-07-2016 23:57,14-07-2016 01:02,13-07-2016,Wednesday,64.88333333,Yes,Yes,1,Night
4121,Airport,298,Trip Completed,14-07-2016 04:29,14-07-2016 05:07,14-07-2016,Thursday,37.75,Yes,Yes,1,Night
4224,City,298,Trip Completed,14-07-2016 05:49,14-07-2016 06:54,14-07-2016,Thursday,65.68333333,Yes,Yes,0,Morning
4810,City,298,Trip Completed,14-07-2016 17:16,14-07-2016 18:01,14-07-2016,Thursday,45.11666667,Yes,Yes,0,Evening
5295,City,298,Trip Completed,14-07-2016 21:48,14-07-2016 22:41,14-07-2016,Thursday,52.81666667,Yes,Yes,0,Night
5381,Airport,298,Trip Completed,14-07-2016 23:56,15-07-2016 00:39,14-07-2016,Thursday,42.71666667,Yes,Yes,1,Night
6271,City,298,Trip Completed,15-07-2016 18:14,15-07-2016 18:59,15-07-2016,Friday,44.25,Yes,Yes,0,Evening
1244,City,299,Trip Completed,07-11-2016 21:38,07-11-2016 22:15,07-11-2016,Monday,37,Yes,Yes,0,Night
